"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SABPH2760","SABPH2819","SABPH2900","SABPH2947","SABPH2986"
"rplX","","50S ribosomal protein L24","5","5","1","1","276","","","","317","317","317","BPOBBBHG_02061","PCKNBOAI_01528","LDKIDLOJ_02205","HHCDGDKF_02457","GIPNDHBP_02309"
"group_1969","","hypothetical protein","5","5","1","1","1497","","","","464","464","464","BPOBBBHG_01711","PCKNBOAI_01935","LDKIDLOJ_01781","HHCDGDKF_01885","GIPNDHBP_01891"
"group_1970","","GIY-YIG nuclease superfamily protein","5","5","1","1","631","","","","248","248","248","BPOBBBHG_00442","PCKNBOAI_00658","LDKIDLOJ_00420","HHCDGDKF_00569","GIPNDHBP_00437"
"comGC","","ComG operon protein 3","5","5","1","1","1933","","","","311","311","311","BPOBBBHG_01417","PCKNBOAI_02230","LDKIDLOJ_01488","HHCDGDKF_01571","GIPNDHBP_01591"
"maa","","Maltose O-acetyltransferase","5","5","1","1","2282","","","","485","485","485","BPOBBBHG_00737","PCKNBOAI_00373","LDKIDLOJ_00709","HHCDGDKF_00861","GIPNDHBP_00749"
"qoxC","","Quinol oxidase subunit 3","5","5","1","1","1259","","","","605","605","605","BPOBBBHG_00938","PCKNBOAI_00149","LDKIDLOJ_00915","HHCDGDKF_01091","GIPNDHBP_01041"
"rpsS","","30S ribosomal protein S19","5","5","1","1","269","","","","278","278","278","BPOBBBHG_02068","PCKNBOAI_01521","LDKIDLOJ_02212","HHCDGDKF_02464","GIPNDHBP_02316"
"group_1975","","Cytochrome C assembly protein","5","5","1","1","1809","","","","815","815","815","BPOBBBHG_01534","PCKNBOAI_02113","LDKIDLOJ_01605","HHCDGDKF_01698","GIPNDHBP_01707"
"steT","","Serine/threonine exchanger SteT","5","5","1","1","1727","","","","1322","1322","1322","BPOBBBHG_01315","PCKNBOAI_02335","LDKIDLOJ_01317","HHCDGDKF_01468","GIPNDHBP_01422"
"group_1977","","hypothetical protein","5","5","1","1","1960","","","","437","437","437","BPOBBBHG_01390","PCKNBOAI_02258","LDKIDLOJ_01461","HHCDGDKF_01544","GIPNDHBP_01564"
"dgkA","","Undecaprenol kinase","5","5","1","1","1907","","","","344","344","344","BPOBBBHG_01443","PCKNBOAI_02204","LDKIDLOJ_01514","HHCDGDKF_01597","GIPNDHBP_01617"
"group_1979","","Trp repressor protein","5","5","1","1","165","","","","302","302","302","BPOBBBHG_01802","PCKNBOAI_01843","LDKIDLOJ_01875","HHCDGDKF_01978","GIPNDHBP_01984"
"lrgB","","Antiholin-like protein LrgB","5","5","1","1","1070","","","","701","701","701","BPOBBBHG_00213","PCKNBOAI_00855","LDKIDLOJ_00228","HHCDGDKF_00273","GIPNDHBP_00229"
"rplQ","","50S ribosomal protein L17","5","5","1","1","291","","","","368","368","368","BPOBBBHG_02045","PCKNBOAI_01544","LDKIDLOJ_02189","HHCDGDKF_02441","GIPNDHBP_02293"
"pfkA","","ATP-dependent 6-phosphofructokinase","5","5","1","1","1354","","","","968","968","968","BPOBBBHG_01560","PCKNBOAI_02087","LDKIDLOJ_01631","HHCDGDKF_01727","GIPNDHBP_01735"
"zur","","Zinc-specific metallo-regulatory protein","5","5","1","1","1922","","","","410","410","410","BPOBBBHG_01428","PCKNBOAI_02219","LDKIDLOJ_01499","HHCDGDKF_01582","GIPNDHBP_01602"
"xpt","","Xanthine phosphoribosyltransferase","5","5","1","1","761","","","","578","578","578","BPOBBBHG_00359","PCKNBOAI_00735","LDKIDLOJ_00348","HHCDGDKF_00465","GIPNDHBP_00358"
"sbnA","","putative siderophore biosynthesis protein SbnA","5","5","1","1","2638","","","","980","980","980","BPOBBBHG_00065","PCKNBOAI_01000","LDKIDLOJ_00088","HHCDGDKF_00134","GIPNDHBP_00086"
"pstS","","Phosphate-binding protein PstS","5","5","1","1","3462","","","","983","983","983","BPOBBBHG_01267","PCKNBOAI_02380","LDKIDLOJ_01270","HHCDGDKF_01420","GIPNDHBP_01374"
"malG","","Maltose transport system permease protein MalG","5","5","1","1","1024","","","","839","839","839","BPOBBBHG_00167","PCKNBOAI_00901","LDKIDLOJ_00181","HHCDGDKF_00226","GIPNDHBP_00183"
"queC","","7-cyano-7-deazaguanine synthase","5","5","1","1","3020","","","","668","668","668","BPOBBBHG_00688","PCKNBOAI_00422","LDKIDLOJ_00658","HHCDGDKF_00812","GIPNDHBP_00700"
"group_1989","","hypothetical protein","5","5","1","1","3521","","","","218","218","218","BPOBBBHG_02357","PCKNBOAI_01228","LDKIDLOJ_02516","HHCDGDKF_02752","GIPNDHBP_02612"
"group_199","","enterobactin exporter EntS","5","5","1","1","3580","","","","1076","1193","1169","BPOBBBHG_02309","PCKNBOAI_01275","LDKIDLOJ_02462","HHCDGDKF_02703","GIPNDHBP_02560"
"tgt","","Queuine tRNA-ribosyltransferase","5","5","1","1","1839","","","","1139","1139","1139","BPOBBBHG_01510","PCKNBOAI_02136","LDKIDLOJ_01581","HHCDGDKF_01668","GIPNDHBP_01684"
"folB","","Dihydroneopterin aldolase","5","5","1","1","604","","","","365","365","365","BPOBBBHG_00469","PCKNBOAI_00631","LDKIDLOJ_00447","HHCDGDKF_00596","GIPNDHBP_00464"
"group_1992","","Glycine cleavage system H-like protein","5","5","1","1","1175","","","","332","332","332","BPOBBBHG_00274","PCKNBOAI_00796","LDKIDLOJ_00286","HHCDGDKF_00403","GIPNDHBP_00297"
"group_1993","","hypothetical protein","5","5","1","1","1505","","","","365","365","365","BPOBBBHG_01703","PCKNBOAI_01943","LDKIDLOJ_01773","HHCDGDKF_01877","GIPNDHBP_01883"
"typA","","GTP-binding protein TypA/BipA","5","5","1","1","1208","","","","1847","1847","1847","BPOBBBHG_00988","PCKNBOAI_00098","LDKIDLOJ_00964","HHCDGDKF_01141","GIPNDHBP_01090"
"glpQ1_1","","putative glycerophosphoryl diester phosphodiesterase 1","5","5","1","1","1608","","","","929","929","929","BPOBBBHG_00838","PCKNBOAI_00246","LDKIDLOJ_00811","HHCDGDKF_00987","GIPNDHBP_00941"
"group_1996","","Isoprenylcysteine carboxyl methyltransferase (ICMT) family protein","5","5","1","1","1028","","","","494","494","494","BPOBBBHG_00171","PCKNBOAI_00897","LDKIDLOJ_00185","HHCDGDKF_00230","GIPNDHBP_00187"
"group_1997","","metal-dependent hydrolase","5","5","1","1","1362","","","","689","689","689","BPOBBBHG_01568","PCKNBOAI_02079","LDKIDLOJ_01639","HHCDGDKF_01735","GIPNDHBP_01743"
"group_1998","","hypothetical protein","5","5","1","1","1949","","","","362","362","362","BPOBBBHG_01401","PCKNBOAI_02246","LDKIDLOJ_01472","HHCDGDKF_01555","GIPNDHBP_01575"
"group_1999","","hypothetical protein","5","5","1","1","256","","","","317","317","317","BPOBBBHG_02081","PCKNBOAI_01508","LDKIDLOJ_02225","HHCDGDKF_02477","GIPNDHBP_02329"
"mhqD","","Putative hydrolase MhqD","5","5","1","1","3550","","","","593","593","593","BPOBBBHG_02331","PCKNBOAI_01254","LDKIDLOJ_02486","HHCDGDKF_02726","GIPNDHBP_02586"
"group_2000","","hypothetical protein","5","5","1","1","3538","","","","170","170","170","BPOBBBHG_02343","PCKNBOAI_01242","LDKIDLOJ_02498","HHCDGDKF_02738","GIPNDHBP_02598"
"rpsN2","","Alternate 30S ribosomal protein S14","5","5","1","1","3388","","","","269","269","269","BPOBBBHG_01216","PCKNBOAI_02431","LDKIDLOJ_01197","HHCDGDKF_01370","GIPNDHBP_01324"
"group_2002","","hypothetical protein","5","5","1","1","443","","","","137","137","137","BPOBBBHG_01904","PCKNBOAI_01683","LDKIDLOJ_02055","HHCDGDKF_02298","GIPNDHBP_02150"
"rplB","","50S ribosomal protein L2","5","5","1","1","268","","","","833","833","833","BPOBBBHG_02069","PCKNBOAI_01520","LDKIDLOJ_02213","HHCDGDKF_02465","GIPNDHBP_02317"
"coaBC","","Coenzyme A biosynthesis bifunctional protein CoaBC","5","5","1","1","3259","","","","1199","1199","1199","BPOBBBHG_01088","PCKNBOAI_02555","LDKIDLOJ_01065","HHCDGDKF_01244","GIPNDHBP_01191"
"group_2005","","hypothetical protein","5","5","1","1","2277","","","","236","236","236","BPOBBBHG_00732","PCKNBOAI_00378","LDKIDLOJ_00704","HHCDGDKF_00856","GIPNDHBP_00744"
"group_2006","","hypothetical protein","5","5","1","1","3602","","","","191","191","191","BPOBBBHG_02298","PCKNBOAI_01290","LDKIDLOJ_02447","HHCDGDKF_02693","GIPNDHBP_02546"
"group_2007","","hypothetical protein","5","5","1","1","1827","","","","284","284","284","BPOBBBHG_01522","PCKNBOAI_02124","LDKIDLOJ_01594","HHCDGDKF_01680","GIPNDHBP_01696"
"rnpA","","Ribonuclease P protein component","5","5","1","1","2756","","","","347","347","347","BPOBBBHG_02524","PCKNBOAI_01059","LDKIDLOJ_02685","HHCDGDKF_02945","GIPNDHBP_02781"
"group_2009","","hypothetical protein","5","5","1","1","1196","","","","389","389","389","BPOBBBHG_01000","PCKNBOAI_00086","LDKIDLOJ_00976","HHCDGDKF_01153","GIPNDHBP_01102"
"ybiV","","Sugar phosphatase YbiV","5","5","1","1","3543","","","","800","800","800","BPOBBBHG_02338","PCKNBOAI_01247","LDKIDLOJ_02493","HHCDGDKF_02733","GIPNDHBP_02593"
"group_2010","","hypothetical protein","5","5","1","1","407","","","","1316","1316","1316","BPOBBBHG_01939","PCKNBOAI_01648","LDKIDLOJ_02090","HHCDGDKF_02333","GIPNDHBP_02185"
"saeR","","Response regulator SaeR","5","5","1","1","3026","","","","686","686","686","BPOBBBHG_00682","PCKNBOAI_00428","LDKIDLOJ_00652","HHCDGDKF_00806","GIPNDHBP_00694"
"group_2014","","hypothetical protein","5","5","1","1","2218","","","","260","260","260","BPOBBBHG_00772","PCKNBOAI_00313","LDKIDLOJ_00745","HHCDGDKF_00898","GIPNDHBP_00785"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase","5","5","1","1","3516","","","","521","521","521","BPOBBBHG_02361","PCKNBOAI_01224","LDKIDLOJ_02520","HHCDGDKF_02757","GIPNDHBP_02617"
"group_2020","","hypothetical protein","5","5","1","1","2971","","","","368","368","368","BPOBBBHG_00552","PCKNBOAI_00549","LDKIDLOJ_00530","HHCDGDKF_00676","GIPNDHBP_00547"
"group_2021","","nucleoside triphosphate pyrophosphohydrolase","5","5","1","1","1748","","","","317","317","317","BPOBBBHG_01337","PCKNBOAI_02313","LDKIDLOJ_01339","HHCDGDKF_01490","GIPNDHBP_01444"
"rplGA","","putative ribosomal protein YlxQ","5","5","1","1","3317","","","","317","317","317","BPOBBBHG_01145","PCKNBOAI_02498","LDKIDLOJ_01122","HHCDGDKF_01301","GIPNDHBP_01248"
"group_2023","","tRNA-specific adenosine deaminase","5","5","1","1","1888","","","","431","431","431","BPOBBBHG_01462","PCKNBOAI_02185","LDKIDLOJ_01533","HHCDGDKF_01618","GIPNDHBP_01636"
"coaD","","Phosphopantetheine adenylyltransferase","5","5","1","1","1194","","","","482","482","482","BPOBBBHG_01002","PCKNBOAI_00084","LDKIDLOJ_00978","HHCDGDKF_01155","GIPNDHBP_01104"
"sufU","","Zinc-dependent sulfurtransferase SufU","5","5","1","1","2183","","","","464","464","464","BPOBBBHG_00796","PCKNBOAI_00289","LDKIDLOJ_00769","HHCDGDKF_00945","GIPNDHBP_00827"
"ideR","","Iron-dependent repressor IdeR","5","5","1","1","3102","","","","644","644","644","BPOBBBHG_00611","PCKNBOAI_00499","LDKIDLOJ_00580","HHCDGDKF_00735","GIPNDHBP_00622"
"group_2027","","hypothetical protein","5","5","1","1","625","","","","263","263","263","BPOBBBHG_00448","PCKNBOAI_00652","LDKIDLOJ_00426","HHCDGDKF_00575","GIPNDHBP_00443"
"glyQS","","Glycine--tRNA ligase","5","5","1","1","1911","","","","1391","1391","1391","BPOBBBHG_01439","PCKNBOAI_02208","LDKIDLOJ_01510","HHCDGDKF_01593","GIPNDHBP_01613"
"xseA","","Exodeoxyribonuclease 7 large subunit","5","5","1","1","1951","","","","1337","1337","1337","BPOBBBHG_01399","PCKNBOAI_02248","LDKIDLOJ_01470","HHCDGDKF_01553","GIPNDHBP_01573"
"group_203","","hypothetical protein","5","5","1","1","3506","","","","191","191","191","BPOBBBHG_02370","PCKNBOAI_01215","LDKIDLOJ_02529","HHCDGDKF_02766","GIPNDHBP_02626"
"rpmD","","50S ribosomal protein L30","5","5","1","1","283","","","","179","179","179","BPOBBBHG_02054","PCKNBOAI_01535","LDKIDLOJ_02198","HHCDGDKF_02450","GIPNDHBP_02302"
"group_2031","","hypothetical protein","5","5","1","1","46","","","","530","530","530","BPOBBBHG_02142","PCKNBOAI_01445","LDKIDLOJ_02286","HHCDGDKF_02538","GIPNDHBP_02390"
"nos","","Nitric oxide synthase oxygenase","5","5","1","1","174","","","","1076","1076","1076","BPOBBBHG_01810","PCKNBOAI_01835","LDKIDLOJ_01885","HHCDGDKF_01986","GIPNDHBP_01992"
"atpA","","ATP synthase subunit alpha","5","5","1","1","424","","","","1508","1508","1508","BPOBBBHG_01923","PCKNBOAI_01664","LDKIDLOJ_02074","HHCDGDKF_02317","GIPNDHBP_02169"
"tatAy","","Sec-independent protein translocase protein TatAy","5","5","1","1","791","","","","215","215","215","BPOBBBHG_00296","PCKNBOAI_00774","LDKIDLOJ_00309","HHCDGDKF_00426","GIPNDHBP_00319"
"yodB","","HTH-type transcriptional regulator YodB","5","5","1","1","405","","","","335","335","335","BPOBBBHG_01941","PCKNBOAI_01646","LDKIDLOJ_02092","HHCDGDKF_02335","GIPNDHBP_02187"
"spoVG","","Putative septation protein SpoVG","5","5","1","1","621","","","","302","302","302","BPOBBBHG_00452","PCKNBOAI_00648","LDKIDLOJ_00430","HHCDGDKF_00579","GIPNDHBP_00447"
"tagD","","Glycerol-3-phosphate cytidylyltransferase","5","5","1","1","3095","","","","398","398","398","BPOBBBHG_00618","PCKNBOAI_00492","LDKIDLOJ_00587","HHCDGDKF_00742","GIPNDHBP_00629"
"group_2038","","hypothetical protein","5","5","1","1","3081","","","","428","428","428","BPOBBBHG_00632","PCKNBOAI_00478","LDKIDLOJ_00601","HHCDGDKF_00756","GIPNDHBP_00643"
"coaE","","Dephospho-CoA kinase","5","5","1","1","1343","","","","623","623","623","BPOBBBHG_01550","PCKNBOAI_02097","LDKIDLOJ_01621","HHCDGDKF_01714","GIPNDHBP_01723"
"acrR","","HTH-type transcriptional regulator AcrR","5","5","1","1","3485","","","","557","557","557","BPOBBBHG_02391","PCKNBOAI_01194","LDKIDLOJ_02550","HHCDGDKF_02786","GIPNDHBP_02647"
"group_2040","","hypothetical protein","5","5","1","1","428","","","","233","233","233","BPOBBBHG_01919","PCKNBOAI_01668","LDKIDLOJ_02070","HHCDGDKF_02313","GIPNDHBP_02165"
"mrpC","","Na(+)/H(+) antiporter subunit C","5","5","1","1","3111","","","","344","344","344","BPOBBBHG_00602","PCKNBOAI_00509","LDKIDLOJ_00571","HHCDGDKF_00726","GIPNDHBP_00613"
"queF","","NADPH-dependent 7-cyano-7-deazaguanine reductase","5","5","1","1","2247","","","","500","500","500","BPOBBBHG_00703","PCKNBOAI_00407","LDKIDLOJ_00673","HHCDGDKF_00827","GIPNDHBP_00715"
"pdhA","","Pyruvate dehydrogenase E1 component subunit alpha","5","5","1","1","1224","","","","1112","1112","1112","BPOBBBHG_00972","PCKNBOAI_00114","LDKIDLOJ_00948","HHCDGDKF_01125","GIPNDHBP_01074"
"group_2044","","putative DNA-binding protein","5","5","1","1","3285","","","","332","332","332","BPOBBBHG_01113","PCKNBOAI_02530","LDKIDLOJ_01090","HHCDGDKF_01269","GIPNDHBP_01216"
"group_2045","","Iron-sulphur cluster biosynthesis","5","5","1","1","3404","","","","296","296","296","BPOBBBHG_01231","PCKNBOAI_02416","LDKIDLOJ_01215","HHCDGDKF_01385","GIPNDHBP_01339"
"rpsK","","30S ribosomal protein S11","5","5","1","1","289","","","","389","389","389","BPOBBBHG_02047","PCKNBOAI_01542","LDKIDLOJ_02191","HHCDGDKF_02443","GIPNDHBP_02295"
"lacF","","Lactose-specific phosphotransferase enzyme IIA component","5","5","1","1","339","","","","311","311","311","BPOBBBHG_02012","PCKNBOAI_01574","LDKIDLOJ_02163","HHCDGDKF_02412","GIPNDHBP_02265"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","5","5","1","1","2296","","","","1517","1517","1517","BPOBBBHG_00751","PCKNBOAI_00359","LDKIDLOJ_00724","HHCDGDKF_00875","GIPNDHBP_00763"
"nth","","Endonuclease III","5","5","1","1","1741","","","","659","659","659","BPOBBBHG_01330","PCKNBOAI_02320","LDKIDLOJ_01332","HHCDGDKF_01483","GIPNDHBP_01437"
"atpE","","ATP synthase subunit c","5","5","1","1","421","","","","212","212","212","BPOBBBHG_01926","PCKNBOAI_01661","LDKIDLOJ_02077","HHCDGDKF_02320","GIPNDHBP_02172"
"nhaX","","Stress response protein NhaX","5","5","1","1","1361","","","","413","413","413","BPOBBBHG_01567","PCKNBOAI_02080","LDKIDLOJ_01638","HHCDGDKF_01734","GIPNDHBP_01742"
"rocA","","1-pyrroline-5-carboxylate dehydrogenase","5","5","1","1","3509","","","","1544","1544","1544","BPOBBBHG_02368","PCKNBOAI_01217","LDKIDLOJ_02527","HHCDGDKF_02764","GIPNDHBP_02624"
"group_2053","","hypothetical protein","5","5","1","1","134","","","","161","161","161","BPOBBBHG_01771","PCKNBOAI_01874","LDKIDLOJ_01844","HHCDGDKF_01947","GIPNDHBP_01952"
"group_2054","","hypothetical protein","5","5","1","1","3378","","","","584","584","584","BPOBBBHG_01206","PCKNBOAI_02441","LDKIDLOJ_01187","HHCDGDKF_01360","GIPNDHBP_01314"
"group_2055","","Gluconeogenesis factor","5","5","1","1","2286","","","","995","995","995","BPOBBBHG_00741","PCKNBOAI_00369","LDKIDLOJ_00713","HHCDGDKF_00865","GIPNDHBP_00753"
"recF","","DNA replication and repair protein RecF","5","5","1","1","2751","","","","1112","1112","1112","BPOBBBHG_00004","PCKNBOAI_01054","LDKIDLOJ_00004","HHCDGDKF_00004","GIPNDHBP_00004"
"group_2057","","putative nicotinate-nucleotide adenylyltransferase","5","5","1","1","1884","","","","584","584","584","BPOBBBHG_01466","PCKNBOAI_02181","LDKIDLOJ_01537","HHCDGDKF_01622","GIPNDHBP_01640"
"hpt","","Hypoxanthine-guanine phosphoribosyltransferase","5","5","1","1","609","","","","539","539","539","BPOBBBHG_00464","PCKNBOAI_00636","LDKIDLOJ_00442","HHCDGDKF_00591","GIPNDHBP_00459"
"mnhG1","","Na(+)/H(+) antiporter subunit G1","5","5","1","1","1621","","","","356","356","356","BPOBBBHG_00825","PCKNBOAI_00259","LDKIDLOJ_00798","HHCDGDKF_00974","GIPNDHBP_00928"
"group_206","","putative hydrolase","5","5","1","1","3482","","","","281","830","720","BPOBBBHG_02394","PCKNBOAI_01191","LDKIDLOJ_02553","HHCDGDKF_02789","GIPNDHBP_02650"
"gpmA_2","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","5","5","1","1","3672","","","","686","686","686","BPOBBBHG_02235","PCKNBOAI_01352","LDKIDLOJ_02381","HHCDGDKF_02632","GIPNDHBP_02484"
"rluB","","Ribosomal large subunit pseudouridine synthase B","5","5","1","1","1980","","","","737","737","737","BPOBBBHG_01369","PCKNBOAI_02280","LDKIDLOJ_01440","HHCDGDKF_01523","GIPNDHBP_01542"
"group_2062","","hypothetical protein","5","5","1","1","636","","","","329","329","329","BPOBBBHG_00437","PCKNBOAI_00663","LDKIDLOJ_00415","HHCDGDKF_00564","GIPNDHBP_00432"
"rplE","","50S ribosomal protein L5","5","5","1","1","277","","","","539","539","539","BPOBBBHG_02060","PCKNBOAI_01529","LDKIDLOJ_02204","HHCDGDKF_02456","GIPNDHBP_02308"
"opuCD","","Carnitine transport permease protein OpuCD","5","5","1","1","3642","","","","695","695","695","BPOBBBHG_02263","PCKNBOAI_01324","LDKIDLOJ_02411","HHCDGDKF_02660","GIPNDHBP_02512"
"group_2065","","Calcineurin-like phosphoesterase","5","5","1","1","3337","","","","797","797","797","BPOBBBHG_01165","PCKNBOAI_02478","LDKIDLOJ_01145","HHCDGDKF_01321","GIPNDHBP_01268"
"group_2066","","hypothetical protein","5","5","1","1","1499","","","","344","344","344","BPOBBBHG_01709","PCKNBOAI_01937","LDKIDLOJ_01779","HHCDGDKF_01883","GIPNDHBP_01889"
"rpmC","","50S ribosomal protein L29","5","5","1","1","273","","","","209","209","209","BPOBBBHG_02064","PCKNBOAI_01525","LDKIDLOJ_02208","HHCDGDKF_02460","GIPNDHBP_02312"
"group_2068","","hypothetical protein","5","5","1","1","130","","","","314","314","314","BPOBBBHG_01767","PCKNBOAI_01878","LDKIDLOJ_01840","HHCDGDKF_01943","GIPNDHBP_01948"
"rnc","","Ribonuclease 3","5","5","1","1","3282","","","","731","731","731","BPOBBBHG_01110","PCKNBOAI_02533","LDKIDLOJ_01087","HHCDGDKF_01266","GIPNDHBP_01213"
"yciC_3","","Putative metal chaperone YciC","5","5","1","1","3481","","","","890","890","890","BPOBBBHG_02395","PCKNBOAI_01190","LDKIDLOJ_02555","HHCDGDKF_02791","GIPNDHBP_02651"
"mnhC1","","Na(+)/H(+) antiporter subunit C1","5","5","1","1","1617","","","","341","341","341","BPOBBBHG_00829","PCKNBOAI_00255","LDKIDLOJ_00802","HHCDGDKF_00978","GIPNDHBP_00932"
"dapH","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","5","5","1","1","3455","","","","719","719","719","BPOBBBHG_01274","PCKNBOAI_02373","LDKIDLOJ_01277","HHCDGDKF_01427","GIPNDHBP_01381"
"ydcV","","Inner membrane ABC transporter permease protein YdcV","5","5","1","1","1216","","","","809","809","809","BPOBBBHG_00980","PCKNBOAI_00106","LDKIDLOJ_00956","HHCDGDKF_01133","GIPNDHBP_01082"
"cspA_1","","Cold shock protein CspA","5","5","1","1","2224","","","","200","200","200","BPOBBBHG_00767","PCKNBOAI_00318","LDKIDLOJ_00740","HHCDGDKF_00893","GIPNDHBP_00780"
"group_2074","","hypothetical protein","5","5","1","1","1197","","","","254","254","254","BPOBBBHG_00999","PCKNBOAI_00087","LDKIDLOJ_00975","HHCDGDKF_01152","GIPNDHBP_01101"
"group_2075","","putative oxidoreductase/MSMEI_2347","5","5","1","1","330","","","","848","848","848","BPOBBBHG_02021","PCKNBOAI_01565","LDKIDLOJ_02173","HHCDGDKF_02421","GIPNDHBP_02274"
"group_2076","","hypothetical protein","5","5","1","1","2974","","","","764","764","764","BPOBBBHG_00555","PCKNBOAI_00546","LDKIDLOJ_00533","HHCDGDKF_00679","GIPNDHBP_00550"
"hdl IVa","","(S)-2-haloacid dehalogenase 4A","5","5","1","1","3008","","","","719","719","719","BPOBBBHG_00590","PCKNBOAI_00521","LDKIDLOJ_00559","HHCDGDKF_00714","GIPNDHBP_00585"
"citZ","","Citrate synthase 2","5","5","1","1","1350","","","","1121","1121","1121","BPOBBBHG_01557","PCKNBOAI_02090","LDKIDLOJ_01628","HHCDGDKF_01722","GIPNDHBP_01730"
"gmuF","","putative mannose-6-phosphate isomerase GmuF","5","5","1","1","385","","","","938","938","938","BPOBBBHG_01961","PCKNBOAI_01626","LDKIDLOJ_02112","HHCDGDKF_02355","GIPNDHBP_02207"
"group_2080","","cytoskeletal protein RodZ","5","5","1","1","3331","","","","392","392","392","BPOBBBHG_01159","PCKNBOAI_02484","LDKIDLOJ_01136","HHCDGDKF_01315","GIPNDHBP_01262"
